X,Y,Z,Cost
291,26,65,43044
291,27,65,43468
291,27,66,43088
292,25,65,42886
292,25,66,42920
292,26,65,43040
292,26,66,42474
292,26,67,42628
292,27,66,42998
292,27,67,42618
292,27,68,43048
292,28,67,43454
292,28,68,43460
293,25,65,42906
293,25,66,42290
293,25,67,42010
293,25,68,42812
293,26,65,43060
293,26,66,42508
293,26,67,42066
293,26,68,41908
293,26,69,43014
293,27,66,43024
293,27,67,42656
293,27,68,42604
293,27,69,42814
293,28,67,43478
294,25,65,43004
294,25,66,42402
294,25,67,41904
294,25,68,41660
294,25,69,42438
294,26,65,43158
294,26,66,42624
294,26,67,42204
294,26,68,42068
294,26,69,42210
294,26,70,42954
294,27,66,43130
294,27,67,42788
294,27,68,42760
294,27,69,43008
295,25,65,43170
295,25,66,42580
295,25,67,42102
295,25,68,41878
295,25,69,41942
295,25,70,42576
295,26,65,43324
295,26,66,42806
295,26,67,42410
295,26,68,42294
295,26,69,42466
295,26,70,42998
295,27,66,43312
295,27,67,42996
295,27,68,42988
295,27,69,43264
296,25,65,43492
296,25,66,42910
296,25,67,42450
296,25,68,42252
296,25,69,42344
296,25,70,42812
296,25,71,43492
296,26,66,43146
296,26,67,42772
296,26,68,42682
296,26,69,42880
296,26,70,43438
296,27,67,43364
296,27,68,43382
297,25,66,43326
297,25,67,42880
297,25,68,42702
297,25,69,42806
297,25,70,43288
297,26,67,43230
297,26,68,43162
297,26,69,43370
298,25,67,43356
298,25,68,43188
298,25,69,43300
347,156,147,43490
348,155,146,43162
348,155,147,43450
348,156,146,43360
348,156,147,42828
348,156,148,42654
348,157,148,43370
349,155,146,43076
349,155,147,42496
349,155,148,42846
349,156,146,43392
349,156,147,42838
349,156,148,42648
349,156,149,42734
349,157,148,43382
350,154,146,43190
350,154,147,42590
350,154,148,43322
350,155,146,43292
350,155,147,42692
350,155,148,42448
350,155,149,42680
350,156,147,43056
350,156,148,42842
350,156,149,42900
350,156,150,43184
351,153,147,43240
351,154,146,43388
351,154,147,42736
351,154,148,42440
351,154,149,43144
351,155,147,42886
351,155,148,42616
351,155,149,42600
351,155,150,42784
351,156,147,43268
