X,Y,Z,Cost
389,313,245,43150
389,314,244,43368
389,315,244,43352
390,313,244,42892
390,314,243,43472
390,314,244,43214
390,315,243,43474
391,313,243,43148
391,314,243,42854
391,315,243,43458
392,312,243,43444
392,313,243,43434
392,314,242,43460
392,315,242,43434
436,473,157,43214
436,473,158,43446
436,474,158,43094
436,474,159,43110
436,474,160,43234
436,474,161,43222
436,474,162,43124
436,474,163,43056
436,475,159,43216
436,475,160,42824
436,475,161,42594
436,475,162,42600
436,475,163,43004
436,476,161,43254
436,476,162,43194
437,471,156,43494
437,472,156,42842
437,472,157,42920
437,472,158,43320
437,473,156,43132
437,473,157,42286
437,473,158,42666
437,473,159,43004
437,473,160,43168
437,473,161,43188
437,473,162,43118
437,473,163,43094
437,473,164,43238
437,474,157,42700
437,474,158,42050
437,474,159,42358
437,474,160,42494
437,474,161,42490
437,474,162,42406
437,474,163,42378
437,474,164,42524
437,475,157,43364
437,475,158,42586
437,475,159,42000
437,475,160,41804
437,475,161,41772
437,475,162,41676
437,475,163,41724
437,475,164,42630
437,476,158,43378
437,476,159,42724
437,476,160,42246
437,476,161,41930
437,476,162,41854
437,476,163,42190
437,476,164,43036
437,477,160,43114
437,477,161,42742
437,477,162,42610
437,477,163,42880
438,471,155,43476
438,471,156,42954
438,471,157,43154
438,472,155,43482
438,472,156,42390
438,472,157,42396
438,472,158,42816
438,472,159,43184
438,472,160,43358
438,472,161,43390
438,472,162,43350
438,472,163,43372
438,473,156,42568
438,473,157,41736
438,473,158,42138
438,473,159,42482
438,473,160,42642
438,473,161,42664
438,473,162,42612
438,473,163,42634
438,473,164,42826
438,473,165,43116
438,474,156,42990
438,474,157,42012
438,474,158,41504
438,474,159,41820
438,474,160,41954
438,474,161,41954
438,474,162,41888
438,474,163,41906
438,474,164,42100
438,474,165,42882
438,475,157,42586
438,475,158,41790
438,475,159,41182
438,475,160,41276
438,475,161,41250
438,475,162,41174
438,475,163,41180
438,475,164,41748
438,475,165,43006
438,476,157,43370
438,476,158,42514
438,476,159,41840
438,476,160,41344
438,476,161,41010
438,476,162,40920
438,476,163,41260
438,476,164,42098
438,476,165,43304
438,477,158,43460
438,477,159,42728
