X,Y,Z,Cost
194,60,246,43124
194,60,247,42882
194,60,248,42844
194,60,249,42982
194,60,250,43376
194,61,245,43220
194,61,246,42802
194,61,247,42580
194,61,248,42562
194,61,249,42720
194,61,250,43134
194,62,245,43222
194,62,246,42830
194,62,247,42840
194,62,248,43316
194,63,245,43480
194,63,246,43472
195,58,247,43252
195,58,248,43190
195,58,249,43296
195,59,245,42872
195,59,246,42420
195,59,247,42174
195,59,248,42138
195,59,249,42270
195,59,250,42638
195,59,251,43196
195,60,244,42694
195,60,245,42054
195,60,246,41624
195,60,247,41402
195,60,248,41582
195,60,249,41910
195,60,250,42298
195,60,251,42672
195,60,252,43266
195,61,243,43244
195,61,244,42320
195,61,245,41704
195,61,246,41554
195,61,247,42000
195,61,248,42446
195,61,249,42788
195,61,250,43188
195,62,243,43176
195,62,244,42288
195,62,245,42134
195,62,246,42598
195,62,247,43060
195,63,243,43366
195,63,244,42692
195,63,245,43254
196,57,247,43326
196,57,248,43240
196,57,249,43320
196,58,244,43474
196,58,245,42770
196,58,246,42294
196,58,247,42026
196,58,248,41970
196,58,249,42080
196,58,250,42416
196,58,251,42946
196,59,243,43316
196,59,244,42308
196,59,245,41630
196,59,246,41180
196,59,247,40940
196,59,248,41224
196,59,249,41480
196,59,250,41774
196,59,251,42044
196,59,252,42692
196,60,243,42444
196,60,244,41456
196,60,245,40802
196,60,246,41034
196,60,247,41454
196,60,248,41846
196,60,249,42116
196,60,250,42424
196,60,251,42712
196,60,252,42956
196,60,253,43090
196,61,242,43260
196,61,243,42026
196,61,244,41068
196,61,245,41472
196,61,246,41906
196,61,247,42338
196,61,248,42750
196,61,249,43036
196,61,250,43358
196,62,242,43126
196,62,243,41946
196,62,244,42000
196,62,245,42516
196,62,246,42978
196,62,247,43428
196,63,242,43244
196,63,243,42678
196,63,244,43130
197,57,245,43154
197,57,246,42644
197,57,247,42348
197,57,248,42264
197,57,249,42346
197,57,250,42646
197,57,251,43140
197,58,244,42506
197,58,245,41782
197,58,246,41302
197,58,247,41038
197,58,248,41138
197,58,249,41320
197,58,250,41514
197,58,251,41962
197,58,252,42648
197,58,253,43444
197,59,243,42372
197,59,244,41330
197,59,245,40632
197,59,246,40920
197,59,247,41310
197,59,248,41648
197,59,249,41844
197,59,250,42052
197,59,251,42224
197,59,252,42360
197,59,253,42562
197,60,242,42802
197,60,243,41488
197,60,244,40680
197,60,245,41128
197,60,246,41548
197,60,247,41952
197,60,248,42304
197,60,249,42516
197,60,250,42740
197,60,251,42930
197,60,252,43086
197,60,253,43126
197,60,254,43200
197,61,242,42332
197,61,243,41214
197,61,244,41548
197,61,245,42012
197,61,246,42444
197,61,247,42862
197,61,248,43236
197,61,249,43466
197,62,242,42190
197,62,243,42208
197,62,244,42578
197,62,245,43076
197,63,242,43036
197,63,243,43310
198,56,247,43176
198,56,248,43056
198,56,249,43104
198,56,250,43368
198,57,244,43246
198,57,245,42482
198,57,246,41966
198,57,247,41670
198,57,248,41586
198,57,249,41670
198,57,250,41970
198,57,251,42462
198,57,252,43112
